12;"Building collapse kills at least 7 in NYC" ....this is why I can't go to major cities  http://t.co/ZDLn802kWz
12;Building collapse kills at least 8 in NYC http://t.co/OwbG1U9Y9d
12;New York Gas Explosion and Building Collapse in Harlem Manhattan
12;#mashable New security camera video emerges of Manhattan building exploding: Security camera footage has surfa... http://t.co/CMx7qeupTL
12;RT @cnnbrk: 4th death confirmed after explosion in New York according to fire department. http://t.co/pil7Yj2wTb
12;Tragedy of the worst kind - http://t.co/IzJDmt1kwH - prayer goes out to those affected #EastHarlemExplosion
12;@RobertBakss @JeremyPinero LOOK AT THIS http://t.co/YSTh3HBiAL
12;#Breaking Death toll continued to rise overnight from the building explosion and collapse in NYC. http://t.co/8jMNpnRne6
12;Manhattan blast http://t.co/YBrcTPABE4 #news
12;UPDATED: Pre-arrival video &amp
12;"New security camera video emerges of Manhattan building exploding" http://t.co/AyQPglEBfQ #tech #feedly
12;At least two dead after explosion causes building collapse in Upper Manhattan http://t.co/odltgmNp53
12;25.9 11.3 http://t.co/aogESxIXdY New security camera video emerges of Manhattan building exploding
12;#wearethepeople 2 People Unaccounted for After Apparent NYC Gas Explosion - New York Times http://t.co/vpX3MI1V6V
12;New security camera video emerges of Manhattan building exploding http://t.co/tKCvpk43uF via @mashable
12;Toll at 8 in Harlem blast
12;New York building blast kills 8: One minute Colin Patterson was watching TV. The next he saw pianos flying t... http://t.co/9K31X1DpAA
12;New security camera video emerges of Manhattan building exploding http://t.co/MXLA2iM9jq
12;New York investigation: Firefighters find Bible in the ashes of Harlem http://t.co/mnw8LgX7rJ
12;New security camera video emerges of Manhattan building exploding: Security camera footage has surfaced of the... http://t.co/1MPzvG8hDy
12;RT @Cosmopolitan: 2 Reportedly Still Missing After Manhattan Building Explosion http://t.co/rj5B6iWKaX http://t.co/hkRacwwdyf
12;Death toll in Harlem increases to at least 7 http://t.co/qBtyk1pkLD
12;(#YorkReye) New York investigation: Firefighters find Bible in the ashes of Harlem: \x0A    \x0A http://t.co/RVJ4zdAoo9
12;A huge blast brought down two East Harlem buildings Wednesday killing at least six people and inuring more than... http://t.co/i5Y2jE1Obw
12;New York building collapses in blast: Inspectors from New York's gas utility were at a building in Manhattan's... http://t.co/z2dcFYeogj
12;Manhattan blast: 6 dead 9 missing: Colin Patterson was watching TV when he suddenly saw pianos flying through... http://t.co/0BQpPOCrHB
12;Authorities respond to East Harlem blast http://t.co/QDNEMZGIlo
12;RT @riazhussain1806: BREAKING: East Village Explosion And Building Collapse - http://t.co/wjeNAe6MiC
12;BREAKING: East Village Explosion And Building Collapse - http://t.co/a4bcLAwRMa
12;UPDATE: Death toll from Manhattan building explosion rises to 3 with nearly 70 injured NBC NY reports
12;Full Episode:  GMA 03/27/15: Two Unaccounted for in Manhattan Building Explosion: Amanda Knox Trial: Judgment ... http://t.co/IfpGL8fNXt
12;Manhattan blast: 6 dead 9 missing: Colin Patterson was watching TV when he suddenly saw piano... http://t.co/FPTqflwim1 #100thingsilike
12;#JonathanBoniiDice Manhattan blast: 6 dead 9 missing: Colin Patterson was watching TV when... http://t.co/bCbTb5KmPo #JonathanBoniiDice
12;Three Dead at Least 64 Injured Several Missing in NYC Building Explosion - ABC News http://t.co/6pyUjyAwQf
12;7 dead 5 missing in East Harlem blast http://t.co/f6jnJp921o
12;RT @AljoumhouriaEn: BREAKING: #US sources to #CNN: One person killed 17 injured in #Manhattan building collapse in #NewYork
12;RT @YahooNews BREAKING: Commuter trains have been halted in NYC due to Manhattan building explosion. http://t.co/pU39KXj7fZ
12;#CNN Toll at 8 in Harlem blast
12;RT @ReneeCronin78: @Only1scorpio info on explosion. http://t.co/UoU1GiKK65
12;At least two dead. Ah man... http://t.co/CXXK9X7LH4 #fb
12;RT @AdriaAlsina: Authorities respond to massive explosion in Manhattan New York http://t.co/RSZ5eP2leA
12;Nine still missing after Manhattan explosion leaves at least 7 dead many hurt - CNN http://t.co/OiZd33BJO0 - http://t.co/BznI5XjZCn
12;RT @my2cnz: Full story on #EastVillage explosion http://t.co/fCqDARZonS @Guyzzzer1 @firemanjohn628
12;Four Dead at Least 64 Injured Several Missing in NYC Building Explosion - ABC News: ABC NewsFour Dead at Le... http://t.co/PlJU0W5Buo
12;UPDATE
12;Explosion And Massive Fire At Downtown Manhattan Building on http://t.co/OG4Z7kHjCd
12;RT @ABC: UPDATE: NYPD confirms a 3rd person is dead after explosion and building collapses in upper Manhattan. #TwitterNewsChat
12;( #TeamVillanosFDL ) Toll at 8 in Harlem blast
12;@CNN: A number of people are missing after the #Harlem explosion. Firefighters search for survivors: http://t.co/1Y4Azz5VMK
12;Moments after Explosion Rocks Manhattan Building @FDNYFireZone #nyc #fdny http://t.co/IUayvASmof
12;NYC mayor: 'A number of missing individuals': At least two people were killed in a blast that flattened two bu... http://t.co/GY86bhDYDg
12;Eighth body found in Harlem blast - In the mid-March chill the victims and their stories continued to emerge as f... http://t.co/VIew0NzNuN
12;I'm checking the news because I saw something about the building collapse/explosion in Manhattan. What the fuck caused the blast?
12;Hey check this out from CNN: - Sent from the CNN App for Android Building collapse kills at least 7 in NYC http://t.co/aDEYATsMbG\x0A\x0ASad
12;"Gas company was called to the scene shortly before explosion collapsed a building in Manhattan officials say." via @cnnbrk" Damn it Obama
12;[Colombianox112] Manhattan blast: One minute Colin Patterson was watching TV. The next he saw pianos flying ... http://t.co/6wwFQfJs3K
12;'A tragedy of the worst kind' mayor says: At least two people are dead 52 injured and 10 missing after a bla... http://t.co/Lsk5cCi12i
12;Explosion tears through Manhattan building (VIDEO) http://t.co/nSSrvBkcwO
12;Firefighters discover church's Bible in the ashes of Harlem explosion - CNN http://t.co/aZsy1EBdAk
12;Manhattan building gas explosion 2 dead 50 injured others missing\x0AMayor: There Was No Time to Save Anyone http://t.co/VovuVpUIgV
12;New security camera video emerges of Manhattan building exploding: Security camera footage has surfaced of the... http://t.co/gtbqV5FA6f
12;Residents feared trapped after Manhattan apartment building explosion - Read It Here! http://t.co/nIgPuFwVlS #WORLD
12;Death toll mounts in NYC explosion: One minute Colin Patterson was watching TV. The next he saw pianos flyin... http://t.co/bNX5OJ3xX6
12;Getting more depressing :/ RT @cnnbrk 4th death confirmed after explosion in New York according to fire department. http://t.co/DGcgft2HN4
12;New security camera video emerges of Manhattan building exploding http://t.co/INZivIW89g
12;Manhattan blast: 6 dead 9 missing http://t.co/S34dS5rzQg #News
12;Two Dead More Than a Dozen Injured in NYC Apartment Building Explosion - ABC News http://t.co/LHarvpc1tX
12;New security camera video emerges of Manhattan building exploding http://t.co/D0XYOOzqfb
12;Building Explosion Rocks Manhattan: A massive explosion and fire has devastated a building in the East Village... http://t.co/uKILCaWp7J
12;Crews @fdny at East Village building explosion. 2 pe... http://t.co/6cjvuWc33F #Dreadematteo #Manhattan #Usworld #EastVillage via @MahsaWho
12;East Harlem 'explosion': Six dead and more than 30 injured in Manhattan ... - http://t.co/cZZkswcFRK via http://t.co/9uN2moLnIG
12;A building exploded in Harlem 1/2 mile from the park I was at last Wednesday. Praying for the people affected. http://t.co/4TNNlFQeYQ
12;Manhattan blast: 5 dead 9 missing: Colin Patterson was watching TV when he suddenly saw pianos flying through... http://t.co/2YuOc8XkeK
12;Death toll mounts in NYC explosion: One minute Colin Patterson was watching TV. The next he saw pianos flyin... http://t.co/aDjyYDQqQi
12;New security camera video emerges of Manhattan building exploding http://t.co/SDsAEJfmTx
12;Metro North service to/from Grand Central suspended after East Harlem building explosion. Trains running to Bronx http://t.co/NyrjGYeVXS
12;Death toll mounts in NYC explosion: One minute Colin Patterson was watching TV. The next he saw pianos flyin... http://t.co/lVqdvS9kh9
12;Building explosion and collapse in Manhattan. Stay safe everyone this is a tragedy. http://t.co/ndN6RYiVVa
12;Toll at 8 in Harlem blast
12;Building collapse kills at least 5 in Manhattan: \x0A    \x0A http://t.co/BsgfjIjtOS
12;Manhattan blast: 6 dead 9 missing: Colin Patterson was watching TV when he suddenly saw pianos flying through... http://t.co/KzDBnrbfH4
12;Pictured: Two fatalities of Manhattan gas explosion identified as number of casualties climbs to t... http://t.co/5rHQpd6nqw via @MailOnline
12;New security camera video emerges of Manhattan building exploding http://t.co/PzVUfKumBY
12;2 dead in NYC explosion: Two buildings appear to have collapsed in East Harlem. At least two deaths and 16 inj... http://t.co/WKWO47IzEe
12;Manhattan School Damaged in Explosion Will Open Next Week: City officials said that the building John F. Kenn... http://t.co/1smdAVcsuM
12;Manhattan blast: One minute Colin Patterson was watching TV. The next he saw pianos flying through the air i... http://t.co/fsh1BFDfm1
12;Authorities respond to massive explosion in East Harlem: \x0A    \x0A http://t.co/Q5qxdc5Ri2
12;Source Reports 2 Buildings Collapse After Massive Blast In East Harlem... http://t.co/YYAvKKwRHd
12;Two buildings collapse at least 2 dead after Manhattan explosion - CNN http://t.co/LIYv6bOJTn
12;'Tragedy of the worst kind'\x0Ahttp://t.co/UZxhb8QER3
12;(#Jorgee_x3) Manhattan blast: 6 dead 9 missing: Colin Patterson was watching TV when he suddenly... http://t.co/MpLf3w0LTi (#Jorgee_x3)
12;#coppednews 4th person dies from NYC blast http://t.co/vENk2gwNXg
12;Two people unaccounted for after apparent gas explosion that injured 19 others in Manhattan http://t.co/yiBhrtseqQ http://t.co/CVfEa2ZVAA
12;New York (CNN) -- One minute Colin Patterson was watching TV. The next he saw pianos flying through the air in... http://t.co/QI3gdY0kLw
12;Explosion and fire destroy building in Manhattan's East Village injuring 12 http://t.co/1QkEnTeJri
12;RT @RT_com: PHOTO: Building in East Harlem after explosion in #NYC http://t.co/EhH2sEY2BV  http://t.co/AMFw1xeoHF
12;Three NYC Buildings Collapse in Suspected Gas Explosion http://t.co/eogECoozZS
12;Toll at 8 in Harlem blast
12;Two Dead at Least 64 Injured Several Missing in NYC Building Explosion - ABC News: ABC NewsTwo Dead at Leas... http://t.co/FaYZT7YlV0
12;New security camera video emerges of Manhattan building exploding: Security camera footage has surfaced of the... http://t.co/c5sZQHW8Ni
12;NYC: Body found in rubble of Manhattan building after suspected gas explosion: Two people were reported missin... http://t.co/nl8q4DOvwE
12;Injuries Reported In Manhattan Building Explosion http://t.co/esdScXQbKw via @HuffPostCrime
12;Firefighters discover church's Bible in the ashes of Harlem explosion http://t.co/DMkLQm62gQ
12;Nine still missing after Manhattan explosion leaves at least 4 dead 63 hurt - CNN: CNNNine still missing afte... http://t.co/4CEbna3Ius
12;Eighth body found in Harlem blast: In the mid-March chill the victims and their stories continued to emerge as... http://t.co/XEQoNBHFXz
12;Nine still missing after Manhattan explosion leaves at least 3 dead 63 hurt - CNN: CNNNine still missing afte... http://t.co/gVkDAtp7HA
